and そして
ampere アンペア
contentment 満足
panevėžys パネヴェジース
galba ガルバ
kanta カンタ
styrene スチレン
quinine キニーネ
vajra ヴァジュラ
vajra 金剛杵
basho 芭蕉
connoisseurs 数寄者
everquest エバークエスト
veneta ヴェネタ
shugo 守護
fock フォック
haga 芳賀
urinate 排尿
gordian ゴルディアヌス
claymore クレイモア
spasm 痙攣
spanner スパナ
paintbrush 絵筆
ulam ウラム
flannel フランネル
balmer バルマー
soga 曽我
soga 蘇我
lachine ラシーヌ
duodenum 十二指腸
iki 壱岐
kerberos ケルベロス
gül ギュル
recidivism 累犯
hapkido ハプキドー
moped モペッド
szombathely ソンバトヘイ
akatsuki あかつき
akrotiri アクロティリ
bastogne バストーニュ
rupiah ルピア
rosalia ロザリア
manticore マンティコア
recharging チャージ
boshin 戊辰戦争
kurumi くるみ
makuuchi 幕内
copse 雑木林
tajiri 田尻
niwa 丹羽
eulalia エウラリア
iwasaki 岩崎
shiina 椎名
cotswolds コッツウォルズ
vegeta ベジータ
satsuki 皐月
centimetre センチメートル
riddim リディム
aunty おばさん
kasuga 春日
truffle トリュフ
forklift フォークリフト
agape アガペー
guardiola グアルディオラ
yoshimoto 吉本
kalashnikov カラシニコフ
manzoni マンゾーニ
genki 元気
takasaki 高崎
tikhonov チーホノフ
copra コプラ
tartarus タルタロス
kien 淇園
mariehamn マリエハムン
rinzai 臨済宗
shoo 諸王
soundness 健全性
igarashi 五十嵐
schellenberg シェレンベルク
atyrau アティラウ
asada 浅田
goemon 五右衛門
mamiya 間宮
raden 螺鈿
ivrea イヴレーア
wernigerode ヴェルニゲローデ
adal アダル
taek テク
banzai 万歳
banzai バンザイ
padlock 南京錠
hitchhiking ヒッチハイク
myitkyina ミッチーナー
handa 半田
vocabularies 語彙
kawashima 川島
blubber 皮下脂肪
tretyakov トレチャコフ
nagashima 長島
banjul バンジュール
grinch グリンチ
maleficent マレフィセント
drusus ドルスス
viviparous 胎生
kurihara 栗原
hake メルルーサ
nuuk ヌーク
solingen ゾーリンゲン
flávio フラビオ
fergana フェルガナ
moebius メビウス
seta セタ
seta 瀬田
browner ブラウナー
bleecker ブリーカー
echizen 越前
siegmund ジークムント
steroidal ステロイド
glutamine グルタミン
nostril 鼻孔
ohara 大原
snook スヌーク
hermite エルミート
kumiko 久美子
sapphires サファイア
urinating 排尿
refrigerant 冷媒
kazuhiko 和彦
parallelogram 平行四辺形
talkers 話者
doma 土間
shinano 信濃
cassiopeia カシオペア
miike 三池
heisei 平成
kamiya 神谷
celesta チェレスタ
discoloration 変色
tomaso トマソ
hayabusa はやぶさ
iconostasis イコノスタシス
talbott タルボット
easel イーゼル
veg 野菜
yoshimi 吉見
betta ベタ
cobos コボス
giulietta ジュリエッタ
ikebukuro 池袋
incineration 焼却炉
sudirman スディルマン
berenson ベレンソン
mowing 草刈り
mowing 草刈
radish 大根
sculpin カジカ
coder コーダー
terni テルニ
kawada 川田
tabbed タブ
yuzhno ホム
aoba 青葉
pdas pda
ampang アンパン
tapir バク
colic 疝痛
hadamard アダマール
cori コリ
akiba アキバ
friedmann フリードマン
yoshitaka 義高
yoshitaka 義隆
harpy ハルピュイア
frew フルー
dumpling 団子
fico フィツォ
yuriko 百合子
bihać ビハチ
masahiko 雅彦
iguaçu イグアス
joi 攘夷
injectors インジェクター
forceps 鉗子
villafranca ヴィッラフランカ
juri 樹里
noma 野間
coddington コディントン
azazel アザゼル
thresher タリ
blasco ブラスコ
flickering 瞬き
bronchial 気管支
fastener ファスナー
peony 牡丹
logroño ログローニョ
polycarbonate ポリカーボネート
langlands ラングランズ
yukiko 幸子
ventforet ヴァンフォーレ
napkin ナプキン
tada 多田
braids 編み
suwa 諏訪
errata エラッタ
inguinal 鼠径
utsunomiya 宇都宮
handan 邯鄲
zakopane ザコパネ
attractor アトラクター
sardine イワシ
raspberries ラズベリー
clairvoyant 透視
eisenstadt アイゼンシュタット
snorkel シュノーケル
snorkel シュノーケリング
pez ペッツ
defecation 排便
snorkeling シュノーケリング
shellac シェラック
vratsa ヴラツァ
haneda 羽田
kunduz クンドゥーズ
hiroaki 博明
doggy ワンコ
blida ブリダ
renderer レンダラ
polytheism 多神教
balsa バルサ
irie 入江
aloys アロイス
kadena 嘉手納
manhole マンホール
tacos タコス
werth ワース
alamut アラムート
sandakan サンダカン
alajuela アラフエラ
tortuga トルトゥーガ
topsoil 表土
ulus ウルス
civita チヴィタ
nuh ヌーフ
osho 和尚
skrillex スクリレックス
costco コストコ
troposphere 対流圏
melons ウリ
yamasaki 山崎
imamura 今村
cerium セリウム
numbness しびれ
bottomless 底なし
totti トッティ
renaldo レナルド
beaune ボーヌ
kofun 古墳
tuy トゥイ
welbeck ウェルベック
morimoto 森本
seda セダ
nutritionist 栄養士
nordhausen ノルトハウゼン
verstappen フェルスタッペン
yoichi 洋一
yoichi 陽一
kariya 刈谷
hedy ヘディ
saffir サファル
piura ピウラ
bonet ボネット
secondo セコンド
gentil ジャンティ
snob スノッブ
kanō 狩野
kanō 加納
alegría アレグリア
pemba ペンバ
wallpapers 壁紙
artichoke アーティチョーク
frock フロック
fermo フェルモ
cornerstones 礎石
spada スパーダ
suitcases スーツケース
lyapunov リャプノフ
gainer キングゲイナー
threonine トレオニン
currant スグリ
rsvp 出欠
generalissimo 大元帥
grilling グリル
kuri 庫裏
tyrion ティリオン
dizon ディゾン
shintaro 新太郎
shintaro 慎太郎
shintaro 信太郎
didgeridoo ディジュリドゥ
merida メリダ
hirai 平井
moriya 守屋
moriya 守谷
probed プローブ
burkhardt ブルクハルト
hakata 博多
feuerbach フォイエルバッハ
tatsuo 達雄
doboj ドボイ
valance ヴァランス
dimple えくぼ
kecskemét ケチケメート
halibut オヒョウ
comas コマス
roshi 浪士
magnussen マグヌッセン
chowder チャウダー
gigabytes ギガバイト
shoko 翔子
wanderlust ヴォルタ
talca タルカ
recklessness 無鉄砲
rado ラドー
matchmaking 縁結び
cromartie クロマティ
yūko 優子
melamine メラミン
freelancers フリーランサー
peritonitis 腹膜炎
ürümqi ウルムチ
hund フント
papeete パペーテ
sprain 捻挫
gide ジッド
kusatsu 草津
scuttling 自沈
gauze ガーゼ
sailer ザイラー
liberace リベラーチェ
tempelhof テンペルホーフ
mathilda マチルダ
diarrhoea 下痢
mima 美馬
lotion ローション
megaphone メガホン
tanahashi 棚橋
spey スペイ
cartons カートン
droids ドロイド
crutch 松葉杖
nagaoka ナガオカ
nagaoka 長岡
locksmith 鍵屋
locksmith 錠前
enka 演歌
ryō りょう
enthronement 即位
ouija ウィジャボード
eiko 栄子
moche モチェ
disinherited 廃嫡
buhari ブハリ
wasco ワスコ
pail バケツ
philomena フィロメナ
remittance 送金
gomorrah ゴモラ
lubricating 潤滑
kanako 加奈子
gorgan ゴルガーン
aniline アニリン
anke アンケ
bijeljina ビイェリナ
netherworld 冥府
kocaeli コジャエリ
masanori 正則
falconry 鷹狩
kazumi かずみ
malabo マラボ
chihiro 千尋
chihiro ちひろ
sorge ゾルゲ
truffles トリュフ
casein カゼイン
mctaggart マクタガート
agrigento アグリジェント
dita ディタ
uehara 上原
dioxin ダイオキシン
errands 用事
raimondi ライモンディ
petronius ペトロニウス
detox デトックス
yoshinobu 義信
yoshinobu 慶喜
rubidium ルビジウム
anteater アリクイ
inhale 吸入
kalmyk カルムイク
balla バッラ
pyjamas パジャマ
pry 詮索
yekaterina エカテリーナ
yugo ユーゴ
litmus リトマス
fréjus フレジュス
crayons クレヨン
signum シグナム
arcee アーシー
toyoda 豊田
hangers ハンガー
puntarenas プンタレナス
bluegill ブルーギル
courtesans 遊女
diol グリコール
konoe 近衛
repairman 修理工
arenberg アーレンベルク
fornication 姦淫
bargains バーゲン
zygote 受精卵
sneaker スニーカー
garmin ガーミン
schlitz シュリッツ
ooze ウーズ
uris uri
shumen シュメン
alcove 床の間
esotericism 秘教
cantabile カンタービレ
pisco ピスコ
cirebon チルボン
rubella 風疹
soba そば
soba 蕎麦
shingon 真言
nishikawa 西川
xavi シャビ
tilda ティルダ
ardija アルディージャ
wack ワック
giacometti ジャコメッティ
gollum ゴクリ
shingen 信玄
epiphone エピフォン
gromov グロモフ
melos メロス
murano ムラーノ
muto 武藤
camelia カメリア
ponytail ポニーテール
temür テムル
moyo モヨ
moria モリア
movistar モビスター
catharsis カタルシス
welter ヴェルター
naum ナウム
armida アルミーダ
balıkesir バルケスィル
crisps ポテトチップス
dodoma ドドマ
tuxtla トゥストラ
ninomiya 二宮
blueberries ブルーベリー
krujë クルヤ
iwaki いわき
momoko 桃子
momoko ももこ
nishida 西田
namie 安室
bouvet ブーベ
mobo モボ
polyp ポリープ
polyp ポリプ
cassatt カサット
fairyland フェアリーランド
vevey ヴヴェイ
galliano ガリアーノ
wiper ワイパー
tobe 戸部
pedrosa ペドロサ
rial リアル
sabi さび
meerkat ミーアキャット
himeji 姫路
honegger オネゲル
mockup モックアップ
sobral ババル
jujutsu 柔術
koç コチ
kitagawa 北川
kitagawa 喜多川
gamera ガメラ
ube 宇部
karaganda カラガンダ
cilento チレント
casillas カシージャス
sumi スミ
diffuser ディフューザー
yoghurt ヨーグルト
wristwatch 腕時計
yatai 屋台
shinagawa 品川
bossi ボッシ
tannin タンニン
tunguska ツングースカ
herculaneum ヘルクラネウム
lupine ルピナス
musashino 武蔵野
raum ラウム
kiruna キルナ
uke ウケ
biya ビヤ
tulcea トゥルチャ
laces ひも
narrations 双紙
miso みそ
miso 味噌
coosa クーサ
footloose フットルース
eguchi 江口
crips クリップス
kevan ケヴァン
giddy クラクラ
kinki 近畿
caria カリア
tello テージョ
workbook ワークブック
arago アラゴ
nobuyuki 信之
nobuyuki 信行
bando 坂東
trias トリアス
shimoda 下田
iqaluit イカルイト
laozi 老子
glucoside グルコシド
otomo 大友
debauchery 放蕩
quetzal ケツァル
kagome かごめ
tevez テベス
ekaterinburg エカテリンブルク
saplings 苗木
scab かさぶた
scab クズ
cantù カントゥ
oberstdorf オーベルストドルフ
anan 阿南
anan アナン
bujumbura ブジュンブラ
telex テレックス
lactobacillus 乳酸菌
senkaku 尖閣
monism 一元論
tuples タプル
tomomi 具視
tomomi 智美
prunes プルーン
najran ナジュラーン
sneezing くしゃみ
tanith タニス
tena テナ
elista エリスタ
hammurabi ハンムラビ
vinogradov ヴィノグラードフ
pager ポケベル
bobbin ボビン
muff マフ
pineapples パイナップル
gigabyte ギガバイト
iquitos イキトス
iha イハ
sayuri さゆり
terraforming テラフォーミング
oreo オレオ
aozora 青空
tumuli 古墳
outrageously 傍若無人
butane ブタン
lignin リグニン
neodymium ネオジム
michinoku みちのく
almshouse 施療
mifune 三船
mifune 御船
taitung 台東
canola 菜種油
safford サフォード
ninjutsu 忍術
australopithecus アウストラロピテクス
aiga 相賀
hmmmm うむ
sugawara 菅原
bri ブリ
okamura 岡村
milkshake ミルクセーキ
biwa 琵琶
downpour 豪雨
trani トラーニ
garnish 付け合せ
owari 尾張
stendhal スタンダール
cochlea 蝸牛
vials 小瓶
komarov コマロフ
lethargy 無気力
letty レティ
beiyang 北洋
iyo 伊予
limiter リミッター
auteuil オートゥイユ
kaneohe カネオヘ
unkind 不親切
stewed 煮込み
goosebumps グースバンプス
tendai 天台
tendai 天台宗
takano 高野
styrofoam 発泡スチロール
kilby キルビー
dolmens ドルメン
cuervo クエルボ
clarksdale クラークスデール
javi ハーヴィ
javi ハビ
fàbregas ファブレガス
gethsemane ゲッセマネ
blissful 至福
ropeway ロープウェー
palindromic 回文
shida 志田
waimea ワイメア
cuiabá クイアバ
todi トーディ
moriyama 森山
moriyama 守山
apoplexy 卒中
meisel マイゼル
topi トピ
bolete イグチ
nio 仁王
nio 金剛力士
gifs gif
hairdressing 理髪
spyker スパイカー
fastening ファスナー
shami 沙弥
goldoni ゴルドーニ
psychopaths サイコパス
coolie 苦力
lasik レーシック
pliers ペンチ
masaharu 正治
plotter プロッター
tux タックス
reverberation 残響
manado マナド
hatem ハテム
nakazawa 中澤
shakuhachi 尺八
venison 鹿肉
kiso 木曽
gisele ジゼル
agon アゴン
darcis ダルシス
selçuk セルチュク
bigamy 重婚
ibuki 伊吹
biotin ビオチン
kase 加瀬
jiangnan 江南
nicomedia ニコメディア
icicle 氷柱
tingle チンクル
dryers ドライヤー
jamiroquai ジャミロクワイ
acetaldehyde アセトアルデヒド
cicadas セミ
kawabata 川端
shaming 辱める
tiran チラン
kina キナ
imperfection 欠陥
hideyuki 秀行
fuk 福岡空港
reiki レイキ
haiphong ハイフォン
sirmium シルミウム
maiko 舞子
maiko 舞妓
rinne 輪廻
matsunaga 松永
ordu オルドゥ
footman フットマン
ockham オッカム
guenther ギュンター
homeroom 担任
toshiro 敏郎
mariage マリアージュ
murayama 村山
whisker ウィスカー
megabyte メガバイト
avogadro アボガドロ
mâcon マコン
doorbell 呼び鈴
zircon ジルコン
benzema ベンゼマ
placard プラカード
testicle 精巣
delco デルコ
sadako 貞子
renfro レンフロ
rovaniemi ロヴァニエミ
photochemical 光化学
wasabi ワサビ
seesaw シーソー
klimov クリーモフ
britannic ブリタニック
tamagotchi たまごっち
aphrodisiac 媚薬
nikkō 日光
aramis アラミス
tomoyuki 智之
kawase 川瀬
chocolat ショコラ
hirasawa 平沢
keno キノ
cosy 居心地
amari 甘利
effusion 浸出
decimals 小数
montpensier モンパンシエ
tano 田野
wiggin ウィギン
bloodletting 瀉血
mwanza ムワンザ
megaforce メガフォース
tattered ぼろぼろ
suruga 駿河
honeybee ミツバチ
wieliczka ヴィエリチカ
wallets 財布
oji 大路
oji 王寺
enel エネル
okuda 奥田
nakahara 中原
ampersand アンパサンド
presets プリセット
habibi ハビビ
muslin モスリン
canzone カンツォーネ
zermatt ツェルマット
necktie ネクタイ
rila リラ
boobs おっぱい
urata 浦田
betelgeuse ベテルギウス
copán コパン
camagüey カマグエイ
osmium オスミウム
licorice リコリス
shindo 進藤
smoothie スムージー
shortcake ショートケーキ
mince ミンチ
shuichi 修一
ishi イシ
raisa ライサ
nouakchott ヌアクショット
castries カストリーズ
oirat オイラト
liaodong 遼東半島
otani 大谷
allergen アレルゲン
shiji 史記
pippi ピッピ
epoxide エポキシド
saluzzo サルッツォ
raimund ライムント
sacchi サッキ
iizuka 飯塚
ueshiba 植芝
inductors インダクタ
sugimoto 杉本
wijaya ウィジャヤ
isiah イザヤ
snot 鼻水
mineo 峰雄
dongfeng 東風
impeccably きちっと
sitges シッチェス
yuta 雄太
cardiopulmonary 心肺
attalus アッタロス
kingfish キングフィッシュ
katsumi 克己
mothra モスラ
fasten ファスナー
fasten 締める
minori みのり
kengo 健吾
acanthus アカンサス
keihan 京阪
wetton ウェットン
suzdal スーズダリ
chianti キャンティ
technocracy テクノクラート
kensuke 健介
bangka バンカ
okumura 奥村
deangelo ダンジェロ
eyelashes まつげ
cabezas カベサス
sawada 沢田
osada 長田
kawanishi 川西
judit ユディット
nica ニカ
hazelnut 胡桃
hazelnut ヘーゼルナッツ
kinnikuman キン肉マン
expander エキスパンダー
shriek 悲鳴
shimura 志村
kanga 官衙
theon シオン
nitta 新田
forgetful 忘却
hiccups しゃっくり
derisively あざ笑う
suzaku 朱雀
autumnal 秋分
idleness 徒然
annaba アンナバ
iñigo イニゴ
tapeworm サナダムシ
migraines 偏頭痛
maillard メイラード
roto 郎党
daguerreotype ダゲレオタイプ
basara バサラ
yura 由良
ickx イクス
aira 姶良
crustacea 甲殻
preez プレア
niklaus ニクラウス
zlatan ズラタン
hokusai 北斎
asakusa 浅草
swarovski スワロフスキー
asiago アジアーゴ
okra オクラ
backpacks リュックサック
nagato 長門
yoritomo 頼朝
queueing キューイング
armpit 脇の下
corduroy コーデュロイ
itsuki 五木
electromagnet 電磁石
dabo ダボ
mackerras マッケラス
iwai 岩井
ogura 小倉
futaba 双葉
yumiko 由美子
voluptuous 妖艶
eiger アイガー
doggie わんわん
stowaway 密航
gantt ガント
seppuku 切腹
quindío キンディオ
seiichi 誠一
falck ファルク
büchner ビューヒナー
arita 有田
yoshioka 吉岡
zao 蔵王
chaya ハヤ
tomoya 智也
bushel ブッシェル
addressee 宛先
koan 公案
dieting ダイエット
rafik ラフィク
simeone シメオネ
thousandth サウ
doorkeeper よれよれ
chiropractor カイロプラクター
shiraishi 白石
makara 真柄
uchiyama 内山
waffles ワッフル
shite シテ
keflavík ケプラヴィーク
moosa ムーサー
shaoxing 紹興市
annabeth アナベス
shigeo 茂雄
bopp ボップ
muffins マフィン
seasonings 調味料
littering ポイ捨て
lubumbashi ルブンバシ
housemaid メイド
unicycle 一輪車
budo 武道
colds 風邪
inexhaustible 無尽蔵
tengu 天狗
caterer ケータリング
sweatshirt トレーナー
sisaket シーサケート
politika ポリティカ
benešov ベネショフ
menthol メンソール
oga 男鹿
shinohara 篠原
zama ザマ
daimon 大門
barbizon バルビゾン
sauerkraut ザワークラウト
yuuki 裕樹
tortillas トルティーヤ
endian エンディアン
beaty ビーティ
iphones iphone
kazuko 和子
bodrum ボドルム
pneumothorax 気胸
maseru マセル
dorff ドーフ
joffe ヨッフェ
vibrator バイブレータ
akasaka 赤坂
monooxygenase モノオキシゲナーゼ
kaho 嘉穂
tabi 足袋
dermis 真皮
zilog ザイログ
vasopressin バソプレッシン
campobasso カンポバッソ
rumbling ゴロゴロ
nishioka 西岡
bohai 渤海
frond 編み目
barquisimeto バルキシメト
siebold シーボルト
chlef シュレフ
talc 滑石
denpasar デンパサール
slinger スリンガー
yoshitsune 義経
capron ケプロン
giamatti ジアマッティ
bardem バルデム
fuld ファルド
saburo 三郎
ungrateful 恩知らず
viviani ヴィヴィアーニ
haffner ハフナー
enema 浣腸
baji バージー
kallio カリオ
brixen ブレッサノーネ
mycoplasma マイコプラズマ
devastator デバステーター
pickpocket スリ
wakamatsu 若松
outrages 土匪
taraz タラズ
manami 真奈美
manami 愛美
subroutines サブルーチン
antifreeze 不凍液
choco チョコ
yamashiro 山城
onomatopoeia 擬声語
blore ブロア
manco マンコ
beeswax 蜜蝋
ohana オハナ
walzer ウォルツァー
exotica エキゾチカ
stapp スタップ
lerwick ラーウィック
sinker シンカー
galvez ガルベス
casserole キャセロール
aikawa 相川
piller ピラー
brickman ブリックマン
fanta ファンタ
unleaded 無鉛
pilsner ピルスナー
massawa マッサワ
footers フッタ
plaisance プレザンス
daemons デーモン
aconcagua アコンカグア
petunia ペチュニア
cassegrain カセグレン
gravitas ばった
gromit グルミット
kurata 倉田
nasu 那須
nasu 茄子
futari ふたり
drowsiness 眠気
minamata 水俣
sissoko シソコ
sekiwake 関脇
poncho ポンチョ
sekigahara 関ヶ原
nodule 団塊
sette セッテ
hatoyama 鳩山
grog グロッグ
avantgarde アバンギャルド
omori 大森
umeda 梅田
taisha 大社
tarts タルト
matsushima 松島
erma アーマ
adenoma 腺腫
suphanburi スパンブリー
komuro 小室
haruko 春子
katra カトラ
ballpoint ボールペン
tiamat ティアマト
anchovies アンチョビ
jizya ジズヤ
cappuccino カプチーノ
tannen タネン
tomei 東名
amel アメル
clavicle 鎖骨
quiberon キブロン
tenryū 天竜
muaythai ムエタイ
lariat ラリアット
raiffeisen ライファイゼン
tassels タッセル
shuriken 手裏剣
bandana バンダナ
emoji 絵文字
hematoma 血腫
razan 羅山
quetzaltenango ケツァルテナンゴ
kaisa カイサ
aversa アヴェルサ
hayami 速水
spica スピカ
geta ゲタ
geta 下駄
firecrackers 爆竹
hoopoe ヤツガシラ
namba 難波
talos タロス
koike 小池
matsubara 松原
netizens ネチズン
gradius グラディウス
sherbet シャーベット
saroyan サローヤン
uji 宇治
giresun ギレスン
telmo テルモ
butadiene ブタジエン
erzincan エルズィンジャン
ginette ジネット
sleeveless ノースリーブ
goi 五位
oppress 弾圧
snoring いびき
terada 寺田
bitlis ビトリス
laxative 下剤
flasks フラスコ
appetizer 前菜
arleigh アーレイ
aguri アグリ
trautmann トラウトマン
saltpeter 硝石
spoonbill ヘラサギ
hoppy ホッピー
taba タバ
celestia セレスティア
itami 伊丹
hatsune 初音
pander パンダー
takaoka 高岡
uppercut アッパー
usui 臼井
andreyev アンドレーエフ
fengtian 奉天
tsurumi 鶴見
tokaido 東海道
katori 香取
amaryllis アマリリス
chillies 唐辛子
pichincha ピチンチャ
tagbilaran タグビララン
kishida 岸田
akutagawa 芥川
scabies 疥癬
hirayama 平山
iwakuni 岩国
kataoka 片岡
iko イコモス
rancagua ランカグア
mizoguchi 溝口
pantographs パンタグラフ
sweaty 汗だく
kazoku 華族
timekeeper 計時
michiru みちる
michiru ミチル
americium アメリシウム
disadvantageous 不利益
pistachio ピスタチオ
dhahran ダーラン
nini ニニン
konno 今野
skyrocket 急騰
shochiku 松竹
masochism マゾヒスト
guilder ギルダー
chito チト
helgoland ヘルゴラント
abbado アバド
tulle チュール
saviors 救世主
pensive 物思い
utagawa 歌川
resolver リゾルバ
creatinine クレアチニン
capelli カペリ
marano マラーノ
cascais カスカイス
buprestidae タマムシ
fentanyl フェンタニル
morio 杜夫
phaser フェイザー
baga バガボンド
scobee スコビー
abaddon アバドン
baryshnikov バリシニコフ
requisition 催告
takaya タカヤ
surrogates サロゲート
kongō 金剛
dacha ダーチャ
maypole 入る
leggings レギンス
sextant 六分儀
legolas レゴラス
ribe リーベ
dugong ジュゴン
holguín オルギン
ashita あした
kanzaki 神崎
yasukuni 靖国神社
sakuma 佐久間
chieko 智恵子
kumano 熊野
tulio トゥーリオ
marron マロン
tadao 忠雄
naoya 直也
naoya 直哉
ambo キュキュ
albizia ネム
takashima 高島
azkaban アズカバン
phospholipase ホスホリパーゼ
naruse 成瀬
spall スポール
satake 佐竹
tajima 田島
tajima 但馬
digitalis ジギタリス
stoked かぶりつき
tsurugi つるぎ
zygomatic 頬骨
sundae サンデー
bhonsle スレ
boreas ボレアス
shapley シャプレー
neame ニーム
akihabara 秋葉原
sulphide 硫化物
strabismus 斜視
reber ルベル
mihara 三原
hosei 法政
stoa 柱廊
yawning あくび
alissa アリッサ
anchovy アンチョビ
kurosaki 黒崎
gastroenteritis 胃腸炎
fibrin フィブリン
swoon 気絶
ippon 一本
cist 石櫃
diazepam ジアゼパム
gadolinium ガドリニウム
sephiroth セフィロス
hafnium ハフニウム
horie 堀江
sakon 左近
parishioner 檀家
kawachi 河内
digitizing デジタイズ
birkhoff バーコフ
calabash ひょうたん
manizales マニサレス
multiprocessor マルチプロセッサ
augments オーグメント
shuji 修司
shuji 修二
semicolons セミコロン
frill フリル
arlanda アーランダ
kodokan 講道館
moomin ムーミン
prefab プレハブ
perugino ペルジーノ
tatsunoko タツノコ
reignited 再燃
cesium セシウム
subtractive 減法
multilayer 多層
omelette オムレツ
maji マジ
overwork 過労
lappeenranta ラッペーンランタ
moai モアイ
franny フラニー
inazuma 稲妻
patroclus パトロクロス
catalase カタラーゼ
boso 房総
pikmin ピクミン
pazardzhik パザルジク
sadao サダオ
menger メンガー
suvarnabhumi スワンナプーム
hairline 生え際
shamisen 三味線
pacini パチーニ
lipase リパーゼ
preprocessor プリプロセッサ
thonburi トンブリー
buka ブカ
bechet ベーチェット
nachi 那智
ishigaki 石垣
osawa 大沢
bummer がっかり
sunbathing 日光浴
mugging 強盗
tamba 丹波
gehenna ゲヘナ
rojava ロジャヴァ
teru テル
olmo オルモ
dissolute 自堕落
stingy けち
harajuku 原宿
hypotenuse 斜辺
zook ズック
mure 牟礼
basseterre バセテール
drizzle 霧雨
tokimeki ときめき
tokimeki トキメキ
tiana ティアナ
crevasse クレバス
aurillac オーリヤック
dialogs ダイアログ
stunner スタナー
applets アプレット
rhinitis 鼻炎
uah フリヴニャ
goda 合田
pharmacopoeia 薬局方
esmeraldas エスメラルダス
trevithick トレビシック
chitin キチン
tarija タリハ
bushi 武士
narumi 成美
delmer デルマー
eleusis エレウシス
talismans 御札
pekanbaru プカンバル
yasunori 保則
craps クラップス
ibi 揖斐
kashrut カシュルート
zinfandel ジンファンデル
elazığ エラズー
conjunctivitis 結膜炎
kuroki 黒木
grell グレル
rhenium レニウム
coppell コッペル
chie チエ
chie 千恵
logbook 航海日誌
serous 漿液
naphtha ナフサ
yoshimitsu 義満
paquet パケ
tsuda 津田
toothache 歯痛
rashes 発疹
kuniyoshi 国芳
bagels ベーグル
aborigine アボリジニ
drupe 核果
headbangers ヘッドバンギング
procyon プロキオン
sagamihara 相模原
hinault イノー
endō 遠藤
lilongwe リロングウェ
mesoscale メソ
ishibashi 石橋
nitroglycerin ニトログリセリン
hozumi 穂積
hirota 広田
switchback スイッチバック
hydrofoil 水中翼船
floorboards 床板
tago 多胡
barbel バーベル
unwind くつろぐ
eragon エラゴン
abang アバン
bhaktapur バクタプル
arirang アリラン
hachinohe 八戸
zippo ジッポー
doberman ドーベルマン
kiryu 桐生
dutifully 律儀
refinancing 借り換え
fiesole フィエーゾレ
balta バルタ
frankincense 乳香
storr ストー
baleares バレアレス
blushing 赤面
kariba カリバ
slacks スラックス
tange 丹下
cadel カデル
safes 金庫
uluru ウルル
moha モハ
simmer 煮る
faucet 蛇口
yoshihiko 善彦
omura 大村
krumlov クルムロフ
tira ティラ
tira ティラミス
thomasson トマソン
ochi 越智
tonsure 剃髪
röntgen レントゲン
apsara アプサラス
trocadero トロカデロ
tetracycline テトラサイクリン
shintō 神道
indents インデント
higurashi ひぐらし
ligny リニー
drapes カーテン
sulfite 亜硫酸
ōno 大野
minako 美奈子
blowfish フグ
blowfish ふぐ
trypsin トリプシン
yanagisawa 柳沢
uneconomical 不経済
boombox ラジカセ
hamaguchi 浜口
laçi ラチ
mistranslation 誤訳
oolong 烏龍茶
mastership 皆伝
ducasse デュカス
hiei 比叡
antonym 対義語
telomere テロメア
ayame あやめ
matsuzaka 松坂
matsuzaka 松阪
pontecorvo ポンテコルヴォ
veggie 野菜
integrations 統合
mizutani 水谷
patmos トモス
mosse モッセ
bookbinding 製本
lanthanide ランタノイド
koki 幸喜
nestorius ネストリウス
asahikawa 旭川
shinsuke 紳助
dentures 入れ歯
scad アジ
hallucinating 幻覚
tsuburaya 円谷
esterhazy エステルハージ
bodhidharma 達磨
nuclide 核種
sanin 山陰
ryoma 龍馬
ryoma 竜馬
carnevale カルネヴァーレ
crepe クレープ
gonorrhea 淋病
muffler マフラー
neuralgia 神経痛
ōkubo 大久保
abas アバス
pertussis 百日咳
dumbbell ダンベル
asai 浅井
raincoat レインコート
negishi 根岸
sonoda 園田
inzaghi インザーギ
okubo 大久保
katyusha カチューシャ
inmarsat インマルサット
ushuaia ウシュアイア
burp ゲップ
jacuzzi ジャグジー
tragicomedy 悲喜劇
tanguy タンギー
duralumin ジュラルミン
droll ドロール
peroxidase ペルオキシダーゼ
amylase アミラーゼ
zaibatsu 財閥
schweppes シュウェップス
freudenberg フロイデンベルク
civitavecchia チヴィタヴェッキア
tipsy ほろ酔い
enomoto 榎本
cannae カンナエ
haircuts 散髪
higa 比嘉
masumi 真澄
bubka ブブカ
samarium サマリウム
futon 布団
bungo 豊後
tanuki たぬき
ghirlandaio ギルランダイオ
imagawa 今川
sirocco シロッコ
toyohashi 豊橋
kazuyuki 和幸
bookcase 本棚
nishiyama 西山
senki 戦記
taisho 大正
hida 飛騨
huysmans ユイスマンス
zucchini ズッキーニ
takemitsu 武満
seatbelt シートベルト
coquette コケット
kurita 栗田
kuwata 桑田
itagaki 板垣
capsaicin カプサイシン
thymine チミン
ephedrine エフェドリン
foodstuff 食材
milius ミリアス
ishiguro 石黒
dashi ダシ
yosuke 陽介
canavese カナヴェーゼ
bazán バサン
kawabe 河辺
pedant 衒学
phono フォノ
atropine アトロピン
asaka 安積
thyristor サイリスタ
transaxle トランスアクスル
seinäjoki セイナヨキ
ome 青梅
nitrocellulose ニトロセルロース
caress 愛撫
weirdo 変人
soulmate ソウルメイト
siesta シエスタ
pyroxene 輝石
snowmelt 雪どけ
